,blueWins,blueFirstBlood,blueDragons,blueHeralds,blueTowersDestroyed,blueGoldDiff,blueExperienceDiff,redDragons,redHeralds,redTowersDestroyed,blueKDADiff,blueCSDiff,blueJGCSDiff,blueWardDiff,blueDestWardDiff
61,1,0,1,1,0,1418,716,0,0,0,3.666666666666667,-10,28,-2,0
62,1,1,0,1,0,4805,3808,1,0,0,6.216666666666667,0,-1,-3,5
63,1,1,1,1,0,1928,1805,0,0,0,1.7000000000000002,31,6,4,0
64,1,1,0,0,0,690,444,1,0,0,-0.5,39,-6,-7,0
65,0,0,0,0,0,-1603,-2388,1,0,0,-0.3333333333333335,-63,13,-1,-4
66,0,0,0,0,0,-2930,-2779,1,0,0,-3.142857142857143,-44,4,-3,-3
67,0,0,1,0,0,-2425,-1778,0,0,0,-3.9,-19,-10,-4,1
68,0,1,0,1,0,-668,-300,0,0,0,-0.5,-21,5,-15,-3
69,0,0,0,0,0,-1775,-722,0,0,0,-2.166666666666667,2,-21,-20,1
70,1,0,0,0,0,1264,2805,1,1,0,0.5714285714285714,-36,16,37,5
71,0,1,0,0,0,368,-774,1,1,0,-1.4571428571428573,10,-8,-13,0
72,1,1,0,1,0,1449,521,1,0,0,1.1190476190476193,27,-3,-36,3
73,1,0,0,0,0,-437,-1284,1,0,0,-1.3737373737373735,12,4,-14,1
74,0,0,0,0,0,2425,1426,0,0,0,3.0,-19,29,-39,1
75,0,1,0,0,0,626,98,0,0,0,1.5555555555555554,-18,0,3,2
76,1,1,0,0,0,1068,618,0,0,0,1.5,20,-8,1,3
77,1,1,1,0,0,3738,4262,0,0,0,5.633333333333333,44,-1,3,-4
78,1,1,1,0,0,1728,-337,0,0,0,9.75,-6,1,-2,-1
79,1,1,1,0,0,2765,2798,0,0,0,3.2500000000000004,-10,14,-17,-1
80,1,0,1,0,0,3970,2818,0,0,0,1.8888888888888888,34,41,4,0
81,0,0,1,0,0,-3402,-1459,0,0,0,-9.777777777777779,-7,5,-8,1
82,1,1,0,1,0,3090,1008,1,0,0,6.777777777777778,20,-8,-1,-1
83,0,1,0,0,0,778,548,1,0,0,0.7777777777777777,-7,-15,-1,1
84,1,1,1,0,0,1828,2134,0,0,0,7.142857142857143,-1,16,67,2
85,1,0,0,0,0,-3916,-1400,1,1,1,-4.0,-52,3,42,-3
86,0,0,0,0,0,-6086,-3112,0,0,0,-5.4375,-83,12,33,-1
87,1,0,1,0,0,2851,1313,0,0,0,2.107142857142857,42,2,8,-1
88,1,1,1,1,0,814,2199,0,0,0,1.866666666666667,36,-4,4,-2
89,0,0,0,0,0,-3212,-1661,0,0,0,-3.375,-9,2,0,-1
90,0,0,1,0,0,-2374,-2316,0,0,0,-1.9333333333333336,-47,-3,-3,-1
91,0,1,0,0,0,509,595,1,0,0,1.7999999999999998,-9,-6,2,-3
92,0,0,0,0,0,-1336,-1242,1,0,0,-1.5,-7,-35,1,-2
93,1,1,0,0,0,1371,1179,0,0,0,2.607142857142857,-26,6,23,7
94,0,1,1,0,0,1996,2078,0,0,0,7.428571428571429,0,12,26,1
95,0,0,0,0,0,-3926,-1387,0,0,0,-4.863636363636363,-20,0,1,-1
96,1,0,1,0,0,-2227,-1077,0,1,0,-2.375,-51,14,5,-1
97,1,0,1,0,0,-90,982,0,1,0,-0.6666666666666667,6,28,-5,1
98,0,1,0,1,0,1351,940,1,0,0,6.666666666666667,-12,-4,-8,2
99,1,1,1,0,0,2866,1474,0,0,0,8.214285714285714,33,-2,-32,-2
100,0,0,0,1,0,-1769,-2076,1,0,0,-10.0,-15,4,1,-4
101,1,1,1,0,0,914,34,0,0,0,0.25,-8,18,5,1
102,1,0,0,0,0,789,-175,1,0,0,5.0,14,-22,-6,0
103,0,0,0,0,0,-1620,-1442,1,0,0,-2.0666666666666664,15,-24,1,1
104,0,0,0,1,0,946,-439,1,0,0,-2.857142857142857,-9,9,-1,-1
105,0,0,1,0,0,-287,-1045,0,0,0,1.5,-31,0,1,0
106,1,1,0,0,0,1355,1403,1,0,0,1.625,30,-16,4,1
107,0,0,0,0,0,-2645,-1869,1,0,0,-5.166666666666667,-11,8,-43,2
108,0,0,1,0,0,-771,483,0,0,0,-0.47619047619047605,-55,26,-5,3
109,1,1,0,1,0,1499,2433,0,0,0,0.9166666666666665,45,8,19,0
110,0,0,0,0,0,-4259,-4262,1,0,0,-2.7111111111111112,-71,-24,-10,0
111,1,0,0,0,0,-2183,-1025,1,0,0,-1.5833333333333333,-27,-6,-6,2
112,1,1,1,0,1,6387,3453,0,1,0,8.615384615384615,43,17,5,-2
113,1,0,0,1,0,744,927,0,0,0,0.25,41,-13,-1,0
114,1,0,0,0,0,1788,2424,0,0,0,0.75,27,11,1,0
115,1,0,0,0,0,-1121,4,0,0,0,-0.3666666666666669,-34,-9,65,-3
116,1,1,1,0,0,1348,1158,0,1,0,2.0142857142857142,1,-32,-18,0
117,0,1,1,0,0,1697,1110,0,0,0,9.6,-5,-8,26,0
118,0,0,0,1,0,-5335,-1002,1,0,2,-2.303571428571429,-72,10,1,1
119,1,1,0,0,0,-369,-1242,1,0,0,-0.6984126984126984,18,5,6,-4
120,1,1,0,0,0,1543,828,1,0,0,1.4,23,-5,2,-1
121,0,1,0,0,0,-3719,-3695,1,0,0,-3.833333333333333,-45,-4,-24,-2
122,0,1,0,0,0,-17,-355,1,0,0,1.6071428571428572,11,-17,-2,1
123,0,0,0,1,0,-2368,-250,1,0,0,-10.944444444444445,37,5,-3,-1
124,1,1,1,1,0,1211,355,0,0,0,1.0,18,2,30,-17
125,1,0,0,1,0,-873,-1792,0,0,0,-3.0,5,2,-3,-1
126,1,1,0,1,0,-2272,-2782,1,0,0,-2.6,3,-43,7,-1
127,1,1,0,1,0,694,1305,1,0,0,0.7321428571428572,-13,25,-17,-6
128,1,1,1,0,0,1426,128,0,0,0,3.2222222222222223,-44,4,-4,1
129,0,0,0,0,0,-5553,-4226,0,1,1,-10.6,-38,-1,2,1
130,1,1,1,0,0,99,277,0,0,1,1.6428571428571428,-15,19,15,4
131,1,1,1,0,0,2027,2259,0,0,0,4.833333333333333,-10,15,57,-2
132,0,0,0,0,0,-3299,-2719,1,1,0,0.5999999999999999,-86,-39,-2,-3
133,1,1,1,0,0,1930,793,0,0,0,6.5,-9,18,1,1
134,0,0,0,0,0,-2602,-550,1,0,0,-3.9,4,8,-156,-3
135,0,0,0,1,0,-337,-1295,1,0,0,-0.6853146853146854,35,-16,6,-4
136,0,0,0,0,0,-1130,275,0,0,0,-0.9444444444444446,-30,32,-46,1
137,1,0,1,0,0,1291,2116,0,0,0,-0.7857142857142858,59,48,72,-2
138,0,0,1,0,0,-1031,-760,0,0,0,-1.5428571428571427,4,-4,-2,0
139,0,1,0,1,0,-1442,-1048,1,0,0,-2.0,-5,-24,33,2
140,0,0,0,0,0,1229,1913,0,0,0,2.4,11,24,15,1
141,1,0,1,0,0,-30,1427,0,0,0,1.7142857142857142,-11,15,1,2
142,0,0,0,0,0,-3476,-4019,1,1,0,-4.333333333333333,-23,-23,2,3
143,1,0,1,0,0,517,222,0,0,0,2.2,32,-29,1,-2
144,0,1,0,0,0,-3223,-2518,1,1,0,-3.861111111111111,-40,-20,4,1
145,1,0,0,0,0,-3049,-2220,0,0,0,-4.333333333333333,-32,-12,19,2
146,1,1,1,1,1,3863,2639,0,0,0,2.8,47,1,18,1
147,0,0,0,0,0,-4299,-3010,0,0,0,-8.787878787878789,-7,-16,-22,0
148,1,1,0,0,0,780,74,0,0,0,0.3999999999999999,-24,-4,2,-3
149,0,0,1,0,0,857,961,0,0,0,0.19999999999999996,33,-3,22,-2
150,1,1,0,0,0,-609,-1114,1,0,0,-0.8392857142857144,-8,-22,-8,-1
151,1,1,0,0,1,5935,2933,1,0,0,14.8,67,-27,4,1
152,0,0,0,0,0,-1208,-213,1,1,0,0.0,-17,-13,-3,1
153,0,1,0,0,0,415,14,1,0,0,-0.5,30,-22,4,-2
154,0,1,0,0,0,166,-650,1,1,0,0.0,5,2,2,1
155,1,1,1,1,0,5586,4058,0,0,0,22.833333333333332,40,24,-2,0
156,1,0,1,0,0,3517,2881,0,0,0,4.7,26,7,6,-2
157,0,0,0,0,0,-69,-634,1,1,0,-0.9886363636363635,61,-18,-1,-1
158,0,0,0,0,0,-4395,-4086,1,1,1,-8.444444444444445,-9,-21,-3,-2
159,1,0,1,0,1,1350,577,0,0,0,1.6493506493506491,-49,6,21,1
160,1,0,0,1,0,4238,3475,1,0,0,7.615384615384615,55,-40,-1,5
161,0,0,1,0,0,-4032,-2866,0,0,0,-2.3333333333333335,-78,-1,23,-2
162,1,1,1,0,0,2558,2349,0,0,0,1.1196581196581197,16,29,108,4
163,0,0,0,0,0,-1793,-1226,1,0,0,-2.8,-10,-16,-1,2
164,1,1,0,0,0,2386,395,0,0,0,3.8,64,-12,5,-1
165,0,1,0,0,0,-5219,-4005,1,0,0,-12.5,12,-4,2,-2
166,0,0,0,0,0,-4625,-1892,1,0,0,-8.916666666666668,-19,4,2,3
167,0,0,0,1,0,-2831,-1651,1,0,0,-4.285714285714286,-14,-28,0,2
168,0,1,0,1,0,4312,1000,1,0,0,7.6,22,-5,93,-3
169,1,1,0,1,0,3373,2383,0,0,0,3.8,34,-6,4,2
170,0,1,0,1,0,519,1006,1,0,0,0.125,10,0,-3,2
171,0,1,1,0,0,811,881,0,0,0,11.6,-14,-11,-1,1
172,1,1,1,0,0,1786,-261,0,0,0,2.8095238095238093,8,18,0,1
173,1,0,0,1,0,2237,1009,0,0,0,10.6,0,12,4,4
174,1,0,0,0,0,238,275,0,0,0,1.2000000000000002,-8,2,-129,0
175,1,1,0,0,0,1059,683,0,0,0,2.142857142857143,43,-25,5,0
176,0,0,0,0,0,-2642,-2116,0,0,0,-2.875,-19,-9,-18,0
177,1,1,0,1,0,2772,2140,0,0,0,4.25,9,4,-41,-1
178,0,0,0,0,0,-1625,-442,0,0,0,-0.6444444444444446,-38,18,3,-4
179,0,0,0,0,0,-4245,-3455,0,0,0,-6.4,-29,-1,-4,1
180,1,1,0,0,0,856,-268,1,0,0,-3.166666666666667,11,1,-103,-1
181,1,0,1,0,0,1520,1168,0,0,0,3.1,0,1,28,-3
182,0,1,1,1,0,-503,-790,0,0,0,1.4428571428571428,-23,6,-1,2
183,1,0,1,1,0,2087,650,0,0,0,3.2,8,15,37,1
184,1,0,1,0,0,-292,-127,0,1,0,0.0,-7,-2,2,-3
185,1,0,1,0,0,639,-470,0,1,0,0.0,15,24,-18,1
186,1,1,1,0,0,1895,635,0,0,0,0.4285714285714286,21,11,-1,0
187,1,1,1,0,0,886,355,0,0,0,2.75,6,-3,-27,16
188,0,1,0,1,0,-986,-1894,1,0,0,-0.8333333333333335,-45,5,-79,1
189,1,1,0,0,0,-460,-842,0,0,0,-1.9142857142857144,-17,19,-5,-1
190,1,1,1,0,0,4400,3092,0,0,0,7.916666666666667,5,20,1,-1
191,1,1,1,0,0,1876,1668,0,0,0,0.7,28,20,-44,-1
192,1,1,1,0,1,2585,1759,0,0,0,0.8295454545454546,60,-22,151,2
193,1,0,1,0,0,-2047,-2330,0,1,0,-1.5000000000000002,5,-23,38,0
194,0,0,0,0,0,-38,1167,0,0,0,-1.4666666666666666,-20,22,27,2
195,1,0,1,0,0,1568,1001,0,0,0,2.7,3,-12,-9,0
196,1,1,0,0,0,1605,755,1,1,0,2.6,10,-8,3,1
197,1,1,0,1,0,-1618,-1224,0,0,0,-1.5,-38,11,1,-1
198,0,0,0,0,0,-4911,-2529,1,0,0,-7.454545454545455,-65,6,-29,-2
199,0,0,0,0,0,-1321,-274,1,1,0,-3.375,40,-26,1,1
200,1,0,0,0,0,464,426,1,0,0,0.5714285714285714,7,-4,1,3
201,1,0,0,0,0,-963,-457,0,0,0,1.125,-24,-18,0,1
202,1,1,1,0,0,777,1580,0,0,0,-1.6190476190476193,31,19,1,2
203,0,1,1,0,0,-115,141,0,0,0,0.1428571428571428,-9,-1,10,-2
204,0,0,0,0,0,-758,733,0,0,0,-1.1,7,-8,22,-1
205,0,0,0,0,0,591,192,1,0,0,0.7333333333333332,-10,13,0,-1
206,0,0,0,0,0,-58,13,1,0,0,1.6031746031746033,-46,-3,-1,-1
207,0,0,0,0,0,-1578,-2563,1,1,1,1.0476190476190477,12,-37,2,1
208,1,1,1,0,0,975,1131,0,0,0,1.05,16,3,-11,3
209,0,1,0,0,0,3401,2392,1,0,0,4.5,47,15,-38,0
210,0,1,0,0,0,2845,2164,0,0,0,2.3777777777777778,9,26,25,2
211,1,1,0,0,0,2005,2005,0,0,0,2.0666666666666664,-24,16,1,1
212,1,0,1,0,0,2361,2489,0,0,0,4.340909090909091,-25,8,3,0
213,0,0,0,0,0,-1782,-754,1,0,0,-3.2,-10,-12,0,0
214,0,1,1,1,0,5255,2255,0,0,0,8.716666666666667,3,35,2,1
215,1,1,1,0,0,3120,2464,0,0,0,2.875,28,8,1,1
216,0,1,0,1,0,3117,1580,1,0,0,3.875,43,7,0,0
217,1,0,0,1,0,-1972,-1064,1,0,0,-3.821428571428571,11,-10,-1,-4
218,0,0,0,0,0,-619,190,1,0,0,-3.75,41,-2,5,-4
219,0,1,0,0,0,-81,-1466,1,0,0,1.1,-22,-15,38,-2
220,0,1,1,1,0,1844,1397,0,0,0,1.5,16,8,-5,-2
221,1,1,1,1,0,2427,2303,0,0,0,1.5,36,8,23,2
222,0,1,0,1,0,-1247,-2320,1,0,0,-2.466666666666667,11,-24,-28,0
223,0,1,1,0,0,1559,814,0,0,0,-0.75,70,-1,22,-17
224,1,0,0,0,0,267,427,0,0,0,0.8928571428571428,35,-12,-5,0
225,1,0,1,1,0,1625,1945,0,0,0,1.5,28,12,8,1
226,1,0,0,0,0,-844,-640,0,0,0,0.0,-12,8,-1,1
227,1,1,1,0,0,669,-483,0,0,0,3.75,-32,17,21,3
228,0,0,1,0,0,-2174,-325,0,0,0,-3.111111111111111,8,21,-1,-1
229,0,0,0,0,0,-1179,646,1,1,0,-3.25,7,4,-2,1
230,0,0,1,0,0,-5367,-3464,0,1,1,-8.444444444444445,-26,-12,-11,0
231,1,1,1,0,0,153,-519,0,0,0,-0.5357142857142856,10,-12,-2,0
232,1,1,0,0,0,750,786,0,0,0,0.3666666666666669,0,6,30,2
233,0,1,1,0,0,-2947,-2189,0,0,0,-3.8909090909090907,-31,11,52,1
234,0,0,0,0,0,-3240,-2369,0,0,0,-4.28888888888889,-54,-8,-11,2
235,1,1,1,0,0,1204,349,0,0,0,2.15,6,-5,14,-3
236,0,1,0,0,0,954,570,1,0,0,1.75,0,13,-3,-1
237,1,1,1,1,1,6921,4411,0,0,0,8.2,70,15,10,0
238,0,0,0,1,0,-2579,-626,0,0,0,-4.0,-19,0,5,-3
239,0,0,1,0,0,-26,989,0,0,0,0.3095238095238093,30,8,137,2
240,1,0,1,1,0,2104,1643,0,0,0,2.6666666666666665,16,3,20,0
241,0,1,0,0,0,-2399,-2317,1,0,0,-2.0,-37,-14,3,0
242,0,0,0,1,0,-3244,-1208,1,0,0,-6.222222222222222,-6,12,2,-2
243,1,0,0,0,0,1856,1530,1,1,0,7.5,11,11,1,1
244,0,1,0,0,0,1744,454,0,1,0,1.8863636363636365,6,20,2,1
245,0,0,0,0,0,-1708,-677,0,0,0,-2.2285714285714286,10,-4,-33,-2
246,1,1,1,0,0,2565,1634,0,0,0,2.0,46,16,0,-1
247,1,0,0,1,0,2582,2655,1,0,0,2.0666666666666664,45,13,-7,4
248,0,1,0,0,0,-539,-852,0,1,0,-2.5,14,-19,6,-2
249,0,0,1,0,0,-1074,-1632,0,1,0,-0.7,-21,-19,-123,0
250,1,0,0,0,0,1167,489,1,0,0,2.666666666666667,30,-19,-68,3
251,0,0,1,0,0,475,1006,0,0,0,-0.04166666666666652,19,5,-5,5
252,0,1,1,1,1,3054,439,0,0,0,3.75,5,-20,-4,-2
253,1,1,1,0,0,3593,1136,0,0,0,7.75,12,-13,-7,5
254,1,1,1,0,0,-292,-440,0,0,0,0.2999999999999998,-4,4,-37,-3
255,1,0,1,0,0,-53,559,0,0,0,2.4166666666666665,-22,-11,-7,-1
256,0,0,0,0,0,-5354,-4248,1,0,0,-4.613636363636363,-49,-12,1,-2
257,1,0,1,1,0,-2511,-2094,0,0,0,-3.75,-33,-17,1,-5
258,1,0,0,0,0,1947,1396,0,0,0,3.375,9,3,-16,0
259,0,0,0,1,0,-2114,-1121,1,0,0,-1.6666666666666665,-70,9,-4,-1
260,0,1,1,0,0,-1770,-1276,0,1,0,-1.6666666666666665,-1,-22,-5,0
261,1,0,0,0,0,-864,-865,0,0,0,-0.5357142857142856,-15,-9,-1,-3
262,0,1,0,1,0,-2144,-2451,1,0,0,-7.4,-21,-4,18,-17
263,0,0,0,0,0,-1931,-299,1,0,0,-22.0,18,21,-28,-3
264,1,1,1,0,0,-706,-306,0,0,0,-0.5714285714285714,-32,-8,21,0
265,1,1,0,0,0,1683,1433,1,0,0,1.6571428571428573,-24,-12,-1,3
266,0,0,0,0,0,-3151,-3729,0,0,0,-5.333333333333333,-24,20,-3,0
267,0,0,0,0,0,-5392,-2904,1,0,0,-13.666666666666666,-49,-11,-2,-2
268,0,0,0,0,0,-2865,-1441,1,0,0,-2.088888888888889,-41,8,19,-3
269,0,0,0,0,0,373,-1568,1,0,0,2.4,-22,-24,0,-1
270,1,1,1,0,0,-940,-1019,0,0,0,-0.9523809523809523,-3,-9,-23,1
271,0,1,1,0,0,2568,3054,0,0,0,2.071428571428571,10,24,69,2
272,0,0,0,0,0,-2349,-2678,1,0,0,-1.866666666666667,-19,-22,1,-2
273,1,0,0,0,0,-1193,-819,0,0,0,-1.1190476190476193,-28,13,0,-1
274,1,1,1,1,0,1101,1147,0,0,0,2.6666666666666665,21,5,-65,1
275,1,0,0,0,0,2201,615,1,0,0,2.866666666666667,39,-16,1,0
276,0,0,0,0,0,-620,-1984,1,1,0,-0.26190476190476186,-23,-14,-4,-3
277,1,1,0,0,0,1745,1180,1,0,0,0.2142857142857144,28,-4,2,-2
278,0,0,0,0,0,-2115,-2872,1,0,0,-12.5,-4,11,-4,3
279,1,1,1,0,0,1184,848,0,0,0,2.466666666666667,-3,23,-9,-1
280,0,1,0,0,0,-1383,-970,0,0,0,-0.3333333333333335,-27,-11,2,0
281,0,1,1,1,0,1968,1923,0,0,0,3.0,17,-6,27,1
282,1,1,0,0,0,-2298,-730,1,1,1,-0.5454545454545454,-62,15,26,-1
283,0,0,0,0,0,-184,57,1,0,0,1.6666666666666667,-41,-14,6,-5
284,0,1,1,0,0,-1591,-1829,0,1,0,-1.8,-11,-5,11,-1
285,0,1,0,0,0,-3160,-3099,1,0,0,-5.1,-32,-45,-3,1
286,1,1,1,0,0,-1063,-2035,0,0,0,-2.0,-22,17,2,0
287,0,1,0,0,0,1735,2029,0,0,0,4.041666666666667,10,25,-5,4
288,1,1,0,1,0,4128,3128,0,0,0,8.055555555555555,-9,10,0,-1
289,0,1,0,1,0,-3579,-3233,1,0,0,-1.9,-27,-12,-2,-1
290,0,0,0,0,0,-2619,-1506,1,0,0,-4.666666666666667,-14,-2,-3,-1
291,1,1,0,0,0,2593,3690,1,1,0,4.8769230769230765,-1,-5,21,0
292,0,1,1,0,0,186,-741,0,1,0,1.4166666666666667,-6,-6,3,0
293,0,1,0,0,0,-2968,-2262,1,1,0,-3.8333333333333335,-39,0,-28,-1
294,0,0,0,0,0,-3784,-3051,1,0,0,-5.791666666666667,-21,4,-3,-3
295,1,1,1,1,0,2479,1210,0,0,0,3.0,-6,16,-6,-2
296,1,1,1,0,0,-377,-1234,0,0,0,-0.9333333333333333,2,-12,-7,-2
297,1,1,0,1,0,2680,1517,0,0,0,3.581818181818182,-2,-8,5,-1
298,1,0,0,0,0,542,1212,1,0,0,-2.5,36,-14,-6,3
299,1,1,1,0,0,2474,1015,0,0,0,7.928571428571429,2,-16,-128,0
300,0,0,0,0,0,-1057,-1798,1,0,0,-4.166666666666667,31,-22,-4,2
301,0,0,0,0,0,-2204,-1476,0,1,0,-4.666666666666667,-24,-1,63,-1
302,1,1,1,1,1,1449,-530,0,0,0,3.25,15,-21,-20,0
303,0,0,0,0,0,611,1342,1,0,0,0.6000000000000001,2,15,1,2
304,1,1,1,0,0,4947,2051,0,1,0,18.8,53,-6,-1,3
305,0,0,0,0,0,-2188,-1753,1,0,0,-6.4,-1,3,-67,-1
306,1,1,0,0,0,2778,-247,1,0,0,1.723076923076923,22,-1,69,-1
307,1,1,1,1,0,3848,2704,0,0,0,6.733333333333333,35,7,5,0
308,1,0,0,0,0,-1295,-1230,1,0,0,-1.4166666666666667,-49,-12,-4,3
309,1,0,1,1,0,1340,1826,0,0,0,0.625,-3,20,71,0
310,0,1,0,0,0,2789,585,0,0,0,3.8333333333333335,3,0,-18,0
311,1,1,0,0,0,-405,-1523,1,1,0,-1.2,-13,-1,-4,-2
312,0,1,1,1,0,453,76,0,0,0,8.5,-16,-4,-7,-3
313,0,1,1,1,0,1768,939,0,0,0,5.619047619047619,16,7,5,0
314,1,1,0,0,0,1852,2435,1,0,0,12.5,-12,3,1,-1
315,0,0,0,0,0,-2304,31,1,0,0,-7.571428571428571,-33,28,-1,0
316,1,1,1,0,0,4311,2572,0,0,0,3.9166666666666665,-6,23,-1,-1
317,1,1,0,0,0,-1161,-1685,0,0,0,-3.133333333333333,-38,1,-1,0
318,0,1,0,0,0,-1228,11,0,0,0,-0.8055555555555556,26,-15,4,-1
319,0,0,0,0,0,-4408,-4522,1,1,2,-0.08571428571428585,-48,-28,0,3
320,0,0,0,0,0,-3179,-2574,1,0,0,-3.75,-45,0,-2,-7
321,0,0,0,0,0,-938,-729,1,0,0,-1.0833333333333333,-12,-5,2,0
322,1,0,0,1,1,-1111,-1185,1,0,1,-6.083333333333333,14,11,2,1
323,0,0,0,0,0,-1065,626,0,0,0,-1.275,11,14,-1,0
324,0,1,1,1,0,-375,-752,0,0,0,0.8571428571428574,-17,21,-62,-1
325,1,0,1,0,0,1800,546,0,0,0,0.7999999999999998,17,21,0,1
326,1,0,1,0,0,879,1795,0,0,0,0.2410256410256406,16,-1,-25,-5
327,0,1,0,0,0,-1036,-942,1,0,0,0.3333333333333335,-27,-14,-1,1
328,0,0,0,0,0,-224,635,1,1,0,2.0,-51,16,-24,2
329,0,0,1,0,0,589,675,0,1,0,1.75,31,-18,-1,2
330,0,1,0,0,0,-315,-1874,1,0,0,1.35,-52,-18,2,0
331,1,0,0,1,0,-185,-1101,1,0,0,2.3333333333333335,-17,-17,4,-2
